"Status","Application Name","Record Type","Assigned to Staff","Assigned Date","Record #","Unit #","Start Fraction","Zip Code","Closed Date","Street #","Dir","Type","Street Name","Short Notes","Opened Date"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00287","","","40202","","218","W","BLVD","MUHAMMAD ALI","","05/19/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00286","","","40208","01/31/2023","3039","","BLVD","TAYLOR","","05/19/2022"
"Active","Kure CBD and Vape","Tobacco Ordinance License","","","LIC-TOBL-22-00285","","","40291","01/01/2023","5615","","RD","BARDSTOWN","","05/19/2022"
"Expired","Bourbon Liquor Store 4","Tobacco Ordinance License","","","LIC-TOBL-22-00284","","","40208","01/07/2024","344","E","ST","LEE","","05/19/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00283","","","40272","01/31/2023","10608","","HWY","DIXIE","","05/19/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00282","","","40204","01/31/2023","1270","","RD","BARDSTOWN","","05/19/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00281","","","40223","01/31/2023","10600","","RD","Shelbyville Rd","","05/18/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00280","","","40206","01/29/2024","3320","","AVE","Frankfort","","05/18/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00279","","","40219","01/31/2023","5015","","RD","POPLAR LEVEL","","05/18/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00277","","","40299","","3840","S","PKY","HURSTBOURNE","","05/18/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00276","","","40202","01/31/2023","505","S","ST","4TH","","05/17/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00275","","","40214","01/31/2023","5301","","AVE","MITSCHER","","05/17/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00274","","","40228","01/31/2023","7519","","LOOP","OUTER","","05/17/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00273","","","40204","01/31/2023","1250","","RD","BARDSTOWN","","05/17/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00272","","","40205","01/31/2023","1906","","RD","BARDSTOWN","","05/17/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00271","","","40203","","1025","W","","BROADWAY","","05/17/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00270","","","40218","01/31/2023","3610","","LN","KLONDIKE","","05/17/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00269","","","40204","","916","","AVE","BAXTER","","05/17/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00268","","","40118","01/29/2024","501","","RD","MOUNT HOLLY","","05/17/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00267","","","40202","01/31/2023","634","E","ST","MARKET","","05/17/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00266","","","40489","01/31/2023","285","","","Kentucky Highway 643","","05/17/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00265","","","40218","","2249","","LN","HIKES","","05/17/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00264","101","","40204","01/31/2023","947","E","ST","MADISON","","05/17/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00263","","","40299","","3741","S","PKY","HURSTBOURNE","","05/16/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00262","","","40272","01/29/2024","801","","DR","VALLEY COLLEGE","","05/13/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00261","B","","40216","","2119","","TRCE","UPPER HUNTERS","","05/13/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00260","","","40228","01/29/2024","6712","","LOOP","OUTER","","05/13/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00259","","","40216","","2119","","TRCE","UPPER HUNTERS","","05/13/2022"
"Withdrawn","","Tobacco Ordinance License","","","LIC-TOBL-22-00258","","","40222","","608","","LN","LYNDON","","05/13/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00257","","","40220","01/29/2024","2727","S","PKY","HURSTBOURNE","","05/13/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00256","200","","40208","01/29/2024","3119","S","ST","2ND","","05/13/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00255","11314","","40241","01/31/2023","11314","","DR","Maple brook","","05/12/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00254","","","40212","","3129","W","BLVD","MUHAMMAD ALI","","05/12/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00253","","","40212","","3401","W","ST","MARKET","","05/10/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00252","","","40258","01/31/2023","6661","","HWY","DIXIE","","05/09/2022"
"Active","L&B Sisters Grocery","Tobacco Ordinance License","","","LIC-TOBL-22-00251","103","","40218","","4109","","RD","Bardstown","","05/09/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00250","","","40212","01/31/2023","4105","W","ST","MARKET","","05/05/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00249","","","40208","01/31/2023","703","","PKY","ALGONQUIN","","05/05/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00248","","","40218","01/31/2023","6620","","LN","SIX MILE","","05/05/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00247","","","40202","01/07/2024","540","E","ST","GRAY","","05/03/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00246","","","40218","01/07/2024","3903","","RD","BARDSTOWN","","05/03/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00245","","","40211","01/29/2024","1201","","AVE","CECIL","","05/02/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00244","","","40208","01/31/2023","3139","S","ST","2ND","","04/28/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00243","","","40215","01/31/2023","1871","","BLVD","BERRY","","04/22/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00242","","","40203","01/29/2024","1271","S","ST","FLOYD","","04/21/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00241","","","40203","01/29/2024","1103","S","ST","2nd","","04/21/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00240","","","40220","01/29/2024","4548","","RD","Taylorsville","","04/15/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00239","","","40059","01/29/2024","10306","","","US HWY 42","","04/15/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00238","","","40241","","4320","","DR","SUMMIT PLAZA","","04/08/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00237","","","40219","01/29/2024","8003","","RD","SHEPHERDSVILLE","","04/08/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00236","","","40245","01/31/2023","17001","","LN","POLO FIELDS","","04/06/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00235","","","40215","","3901","","BLVD","TAYLOR","","04/06/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00234","","","40245","01/07/2024","12908","","LN","FACTORY","","04/06/2022"
"Withdrawn","","Tobacco Ordinance License","","","LIC-TOBL-22-00233","","","40202","","528","W","ST","MAIN","","04/05/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00232","","","","01/07/2024","4101","W","","ky 146","","04/04/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00231","","","40258","01/29/2024","7031","","DR","Global","","04/02/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00230","","","40212","01/31/2023","4105","W","ST","MARKET","","04/01/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00229","","","40241","","10701","","DR","FISCHER PARK","","03/31/2022"
"Active","Meijer","Tobacco Ordinance License","","","LIC-TOBL-22-00228","","","40272","","9901","","HWY","DIXIE","","03/31/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00227","","","40299","","4600","S","PKY","HURSTBOURNE","","03/31/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00226","112","","40228","","5520","","RD","FERN VALLEY","","03/31/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00225","","","40291","01/31/2023","10602","","DR","PROVIDENCE","","03/31/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00224","","","40216","","7000","","RD","RAGGARD","","03/24/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00223","","","40218","","2018","","LN","BASHFORD MANOR","","03/24/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00222","","","40214","","185","","LOOP","OUTER","","03/24/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00221","","","40291","","7100","","BLVD","CEDAR SPRINGS","","03/24/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00220","","","40207","","5067","","RD","SHELBYVILLE","","03/21/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00219","","","40216","01/31/2023","4754","","PLZ","ROCKFORD","","03/21/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00218","","","40214","01/31/2023","4836","","DR","SOUTHSIDE","","03/20/2022"
"","","Tobacco Ordinance License","","","LIC-TOBL-22-00217","","","40229","","9267","","PKY","SMYRNA","","03/18/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00216","","","40208","","1398","S","ST","2ND","","03/16/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00215","","","40272","","10611","","HWY","DIXIE","","03/16/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00214","101A","","40212","01/31/2023","225","S","ST","42nd","","03/16/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00213","","","40272","","10114","","HWY","DIXIE","","03/15/2022"
"Active","Smoker's Outlet","Tobacco Ordinance License","","","LIC-TOBL-22-00212","","","40299","01/31/2023","3501","S","PKY","HURSTBOURNE","","03/15/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00211","A","","40219","01/31/2023","8112","","RD","BLUE LICK","","03/14/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00210","","","40211","","3330","","PL","COMMERCE CENTER","","03/14/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00209","","","40203","01/01/2023","1407","W","ST","JEFFERSON","","03/14/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00208","","","40208","","1102","","PKY","ALGONQUIN","","03/07/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00207","","","40059","","5900","","DR","TIMBER RIDGE","","03/07/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00206","","","40218","01/31/2023","3618","","LN","KLONDIKE","","03/07/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00205","","","40215","","2823","","RD","7TH STREET","","03/05/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00204","","","40242","","9615","","RD","WHIPPS MILL","","03/04/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00203","","","40222","01/31/2023","4950","","RD","BROWNSBORO","","03/03/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00202","","","40204","","1001","E","ST","KENTUCKY","","03/01/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00201","","","40228","","7920","","LN","FEGENBUSH","","02/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00200","","","40216","","2131","","LN","CRUMS","","02/18/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00199","","","40243","","12101","","RD","SHELBYVILLE","","02/18/2022"
"Expired","Prime liquor","Tobacco Ordinance License","","","LIC-TOBL-22-00198","","","40210","01/07/2024","1442","S","ST","22ND","","02/17/2022"
"Active","Kings Discount Liquors","Tobacco Ordinance License","","","LIC-TOBL-22-00197","","","40213","","1239","","LN","GILMORE","","02/16/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00196","","","40229","01/31/2023","9220","","RD","BLUE LICK","","02/09/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00195","","","40212","01/31/2023","3129","W","BLVD","MUHAMMAD ALI","","02/09/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00194","105","","40228","01/07/2024","8605","SE","PKY","Smyrna Parkway","","02/08/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00193","","","40291","01/31/2023","6102","","RD","BARDSTOWN","","02/08/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00192","","","40207","","314","","AVE","WALLACE","","02/06/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00191","","","40214","","3945","S","ST","3RD","","02/06/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00190","","","40211","01/07/2024","3337","","AVE","GREENWOOD","","02/06/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00189","","","40203","","1901","W","ST","MAIN","","02/04/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00188","120","","40228","01/31/2023","7813","","RD","BEULAH CHURCH","","02/04/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00187","","","40214","","7300","","RD","ST ANDREWS CHURCH","","02/03/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00186","100","","40203","01/31/2023","1235","S","ST","3RD","","02/02/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00185","","","40207","01/31/2023","4232","","RD","SHELBYVILLE","","02/01/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00184","","","40202","01/31/2023","720","E","ST","MARKET","","02/01/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00183","","","40223","01/31/2023","10402","","RD","SHELBYVILLE","","02/01/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00182","B","","40059","01/31/2023","9521","","","U S HIGHWAY 42","","02/01/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00181","","","40216","","4638","","","Dixie","","02/01/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00180","","","40243","","11517","","","Shelbyville Road","","02/01/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00179","","","40222","","8062","","","New Lagrange rd","","02/01/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00178","","","40299","","9909","","","Taylorsville road","","02/01/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00177","","","40219","","5702","","","Outer Loop","","02/01/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00176","","","40213","","3519","","RD","POPLAR LEVEL","","02/01/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00175","","","40210","","1475","","HWY","DIXIE","","02/01/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00174","","","40216","01/31/2023","3110","","LN","ROCKFORD","","01/31/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00173","","","40272","01/31/2023","10914","","HWY","DIXIE","","01/31/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00172","","","40272","","5425","","RD","VALLEY STATION","","01/31/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00171","","","40212","01/31/2023","2533","W","BLVD","MUHAMMAD ALI","","01/29/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00170","","","40214","01/31/2023","7205","","RD","MANSLICK","","01/29/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00169","","","40223","","201","","RD","MOSER","","01/29/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00168","","","40272","01/31/2023","3905","E","LN","PAGES","","01/28/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00167","","","40204","01/31/2023","1072","","RD","Bardstown","","01/28/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00166","","","40206","01/31/2023","3320","","AVE","FRANKFORT","","01/28/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00165","","","40245","","13807","","DR","ENGLISH VILLA","","01/28/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00164","","","40222","","9409","","RD","SHELBYVILLE","","01/28/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00163","","","40222","","520","","LN","LYNDON","","01/28/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00162","","","40229","","11930","","DR","STANDIFORD PLAZA","","01/28/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00161","","","40219","","3600","","RD","FERN VALLEY","","01/28/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00160","","","40220","","4025","","RD","TAYLORSVILLE","","01/28/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00159","","","40214","","5400","","RD","NEW CUT","","01/28/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00158","","","40205","","2490","","RD","BARDSTOWN","","01/28/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00157","","","40228","","7914","","LN","FEGENBUSH","","01/28/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00156","","","40241","","9702","","RD","WESTPORT","","01/28/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00155","","","40214","","5201","S","ST","3RD","","01/28/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00154","","","40218","","2021","","LN","HIKES","","01/28/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00153","","","40258","","7338","","HWY","DIXIE","","01/28/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00152","","","40207","","4240","","RD","SHELBYVILLE","","01/28/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00151","","","40216","","3980","","HWY","DIXIE","","01/28/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00150","","","40222","","2420","","LN","LIME KILN","","01/28/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00149","","","40220","","2360","","DR","STONY BROOK","","01/28/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00148","","","40213","","3800","","RD","POPLAR LEVEL","","01/28/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00147","","","40229","","5035","","LN","MUD","","01/28/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00146","","","40206","01/31/2023","2912","","RD","BROWNSBORO","","01/28/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00145","","","40219","","8003","","RD","SHEPHERDSVILLE","","01/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00144","","","40206","","2332","","RD","BROWNSBORO","","01/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00143","","","40206","","1904","","AVE","FRANKFORT","","01/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00142","","","40206","","1403","","RD","LEXINGTON","","01/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00141","","","40206","","1401","","RD","LEXINGTON","","01/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00140","","","40206","","2319","","RD","BROWNSBORO","","01/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00139","","","40258","","8182","","HWY","DIXIE","","01/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00138","","","40258","01/31/2023","6511","","RD","GREENWOOD","","01/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00137","","","40229","","9308","","RD","BLUE LICK","","01/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00136","","","40218","","4744","","RD","BARDSTOWN","","01/27/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00135","","","40258","01/07/2024","8519","","RD","TERRY","","01/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00134","","","40211","","3517","","RD","CANE RUN","","01/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00133","101","","40220","","2817","","PL","DEL RIO","","01/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00132","","","40258","","7005","","DR","GLOBAL","","01/27/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00131","","","40211","01/07/2024","3115","W","","BROADWAY","","01/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00130","","","40222","","8209","","RD","SHELBYVILLE","","01/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00129","","","40214","","7800","","RD","ST ANDREWS CHURCH","","01/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00128","","","40214","","4347","S","ST","3RD","","01/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00127","","","40272","","13401","","HWY","DIXIE","","01/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00126","","","40291","","7951","","RD","BARDSTOWN","","01/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00125","","","40228","","7201","","LN","FEGENBUSH","","01/27/2022"
"Active","Circle K","Tobacco Ordinance License","","","LIC-TOBL-22-00124","","","40219","","6517","","HWY","PRESTON","","01/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00123","","","40214","","4701","S","ST","3RD","","01/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00122","","","40243","","11801","","RD","SHELBYVILLE","","01/27/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00121","","","40211","01/31/2023","509","","DR","LOUIS COLEMAN JR","","01/27/2022"
"Active","OYA Liquor","Tobacco Ordinance License","","","LIC-TOBL-22-00120","","","40210","","2135","","HWY","DIXIE","","01/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00119","","","40212","","2800","W","ST","MARKET","","01/27/2022"
"Active","Sunshine Grocery","Tobacco Ordinance License","","","LIC-TOBL-22-00118","","","40203","","125","E","ST","OAK","","01/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00117","","","40241","01/31/2023","4102","","LN","MURPHY","","01/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00116","","","40213","","5043","","HWY","PRESTON","","01/27/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00115","","","40213","01/31/2023","1204","","LN","GILMORE","","01/26/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00114","","","40203","","409","W","ST","OAK","","01/26/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00113","","","40214","","5435","","RD","NEW CUT","","01/26/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00112","","","40204","01/31/2023","1033","","AVE","Barret","","01/26/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00111","","","40258","","8105","","RD","TERRY","","01/26/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00110","","","40272","01/31/2023","10986","","HWY","DIXIE","","01/25/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00109","","","40216","","4100","","HWY","DIXIE","","01/25/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00108","","","40215","","1255","W","AVE","ASHLAND","","01/25/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00107","","","40258","","5203","","RD","GREENWOOD","","01/25/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00106","","","40211","","4116","","AVE","GREENWOOD","","01/24/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00105","","","40212","01/31/2023","359","N","ST","26TH","","01/24/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00104","","","40215","01/31/2023","4105","","BLVD","TAYLOR","","01/24/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00103","","","40211","","2600","W","ST","CHESTNUT","","01/24/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00102","","","40242","","9611","","RD","WHIPPS MILL","","01/24/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00101","101","","40241","","3707","","LN","CHAMBERLAIN","","01/24/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00100","","","40222","01/31/2023","8111","","RD","LA GRANGE","","01/20/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00099","","","40211","","509","","DR","LOUIS COLEMAN JR","","01/20/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00098","","","40217","","2911","","HWY","PRESTON","","01/20/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00097","","","40215","","4114","","AVE","HAZELWOOD","","01/20/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00096","1","","40219","","5057","","RD","POPLAR LEVEL","","01/20/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00095","","","40211","","3310","W","","BROADWAY","","01/20/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00094","162","","40220","","1850","S","PKY","HURSTBOURNE","","01/19/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00093","","","40212","","2728","W","ST","MARKET","","01/19/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00092","","","40217","01/31/2023","1010","","LN","CLARKS","","01/19/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00091","","","40216","","1509","","LN","CRUMS","","01/19/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00090","","","40212","","2100","","AVE","PORTLAND","","01/19/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00089","","","40242","","9619","","RD","WHIPPS MILL","","01/19/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00088","","","40272","","9200","","HWY","DIXIE","","01/19/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00087","","","40213","","4301","","HWY","PRESTON","","01/19/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00086","","","40299","","9003","","DR","GALENE","","01/19/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00085","","","40214","","8320","","RD","3RD STREET","","01/19/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00084","","","40207","","4300","","RD","SHELBYVILLE","","01/19/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00083","","","40208","","1630","","ST","ARTHUR","","01/19/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00082","","","40272","","9737","","RD","3RD STREET","","01/19/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00081","","","40205","01/07/2024","1779","","RD","BARDSTOWN","","01/19/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00080","","","40291","01/07/2024","5046","","RD","BILLTOWN","","01/19/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00079","","","40291","","8014","","RD","BARDSTOWN","","01/17/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00078","","","40207","","3805","","RD","BROWNSBORO","","01/17/2022"
